pdb_file,repeat,state,residues,mean_plddt,median_plddt,min_plddt,max_plddt,std_plddt,very_high,confident,low,very_low
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_17/predictions/2olo_A_model_1_relaxed.pdb,17,relaxed,389,94.83390745501285,96.13,63.11,98.88,4.807341427406713,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_18/predictions/2olo_A_model_1_relaxed.pdb,18,relaxed,389,94.99755784061698,96.28,63.35,98.89,4.666258843849708,352,36,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_19/predictions/2olo_A_model_1_relaxed.pdb,19,relaxed,389,94.87578406169666,96.21,64.18,98.9,4.823588112924583,351,37,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_20/predictions/2olo_A_model_1_relaxed.pdb,20,relaxed,389,94.66285347043701,95.97,63.33,98.89,4.8947563813327175,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_21/predictions/2olo_A_model_1_relaxed.pdb,21,relaxed,389,94.93624678663238,96.22,62.96,98.89,4.842877840085466,351,37,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_22/predictions/2olo_A_model_1_relaxed.pdb,22,relaxed,389,94.70012853470436,96.12,63.51,98.88,5.1986930092144155,351,34,4,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_23/predictions/2olo_A_model_1_relaxed.pdb,23,relaxed,389,94.37971722365039,95.99,42.15,98.89,6.306020783006333,347,38,2,2
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_24/predictions/2olo_A_model_1_relaxed.pdb,24,relaxed,389,94.7029562982005,95.95,63.7,98.89,4.950978373648246,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_25/predictions/2olo_A_model_1_relaxed.pdb,25,relaxed,389,94.90655526992288,96.16,64.24,98.89,4.722822790827666,351,37,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_26/predictions/2olo_A_model_1_relaxed.pdb,26,relaxed,389,95.02668380462724,96.26,63.78,98.9,4.484784247620054,352,36,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_27/predictions/2olo_A_model_1_relaxed.pdb,27,relaxed,389,94.70041131105398,95.94,64.23,98.89,4.953974696574926,347,41,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_28/predictions/2olo_A_model_1_relaxed.pdb,28,relaxed,389,95.01807197943444,96.27,63.45,98.89,4.60466204083096,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_29/predictions/2olo_A_model_1_relaxed.pdb,29,relaxed,389,94.69215938303341,96.11,63.88,98.89,5.065958907743332,347,39,3,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_30/predictions/2olo_A_model_1_relaxed.pdb,30,relaxed,389,94.89254498714652,96.09,63.61,98.88,4.759681609289759,352,35,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_31/predictions/2olo_A_model_1_relaxed.pdb,31,relaxed,389,94.42138817480719,95.94,36.57,98.88,6.384724329917082,349,36,2,2
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_32/predictions/2olo_A_model_1_relaxed.pdb,32,relaxed,389,94.87984575835476,96.22,63.92,98.89,4.6469759568087365,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_33/predictions/2olo_A_model_1_relaxed.pdb,33,relaxed,389,94.55182519280207,95.83,63.41,98.87,4.994927789152539,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_34/predictions/2olo_A_model_1_relaxed.pdb,34,relaxed,389,94.70239074550129,96.03,63.79,98.88,5.0532133485430455,350,37,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_35/predictions/2olo_A_model_1_relaxed.pdb,35,relaxed,389,94.76074550128534,96.16,62.7,98.88,5.231898958393281,351,35,3,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_36/predictions/2olo_A_model_1_relaxed.pdb,36,relaxed,389,94.6813881748072,96.03,63.6,98.88,4.859939292179923,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_37/predictions/2olo_A_model_1_relaxed.pdb,37,relaxed,389,94.99329048843188,96.26,63.61,98.89,4.578967376774357,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_38/predictions/2olo_A_model_1_relaxed.pdb,38,relaxed,389,94.96313624678665,96.26,63.97,98.89,4.543645833270146,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_39/predictions/2olo_A_model_1_relaxed.pdb,39,relaxed,389,94.57825192802058,95.93,63.33,98.88,5.125742644536316,349,38,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_40/predictions/2olo_A_model_1_relaxed.pdb,40,relaxed,389,94.9618766066838,96.21,63.73,98.89,4.614482840107013,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_41/predictions/2olo_A_model_1_relaxed.pdb,41,relaxed,389,94.66655526992288,95.98,63.81,98.88,5.018443402662416,348,39,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_42/predictions/2olo_A_model_1_relaxed.pdb,42,relaxed,389,94.84023136246786,96.11,62.94,98.88,4.8498844388340645,350,37,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_43/predictions/2olo_A_model_1_relaxed.pdb,43,relaxed,389,94.95778920308484,96.48,46.23,98.9,5.604625367689722,352,33,2,2
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_44/predictions/2olo_A_model_1_relaxed.pdb,44,relaxed,389,94.75403598971722,96.04,63.61,98.88,4.870010257270296,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_45/predictions/2olo_A_model_1_relaxed.pdb,45,relaxed,389,94.50591259640103,95.93,63.73,98.88,5.144175467435339,346,42,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_46/predictions/2olo_A_model_1_relaxed.pdb,46,relaxed,389,94.66123393316195,95.91,63.1,98.88,4.956481388226463,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_47/predictions/2olo_A_model_1_relaxed.pdb,47,relaxed,389,94.93557840616967,96.28,64.13,98.88,4.68168734309561,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_48/predictions/2olo_A_model_1_relaxed.pdb,48,relaxed,389,95.20203084832904,96.35,63.78,98.9,4.29228326270452,354,34,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_49/predictions/2olo_A_model_1_relaxed.pdb,49,relaxed,389,94.73568123393316,96.01,64.12,98.87,4.719652634560077,347,41,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_50/predictions/2olo_A_model_1_relaxed.pdb,50,relaxed,389,95.12411311053984,96.36,63.16,98.89,4.4955159844621235,351,37,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_51/predictions/2olo_A_model_1_relaxed.pdb,51,relaxed,389,94.58503856041132,96.01,47.46,98.89,5.853609452264758,348,36,4,1
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_52/predictions/2olo_A_model_1_relaxed.pdb,52,relaxed,389,94.29249357326478,95.92,46.67,98.88,6.351748091479475,347,37,3,2
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_53/predictions/2olo_A_model_1_relaxed.pdb,53,relaxed,389,94.80421593830333,96.12,63.77,98.89,4.770274281017507,347,41,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_54/predictions/2olo_A_model_1_relaxed.pdb,54,relaxed,389,94.71190231362468,96.21,44.63,98.88,5.9033098335114325,352,33,2,2
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_55/predictions/2olo_A_model_1_relaxed.pdb,55,relaxed,389,94.63904884318765,95.91,64.0,98.89,5.066533094545389,349,38,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_56/predictions/2olo_A_model_1_relaxed.pdb,56,relaxed,389,94.55614395886889,95.96,62.91,98.88,5.130827091124423,346,41,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_57/predictions/2olo_A_model_1_relaxed.pdb,57,relaxed,389,94.78413881748072,96.08,63.29,98.88,4.8973608599991065,350,36,3,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_58/predictions/2olo_A_model_1_relaxed.pdb,58,relaxed,389,94.96673521850899,96.21,63.74,98.88,4.671092157364987,351,37,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_59/predictions/2olo_A_model_1_relaxed.pdb,59,relaxed,389,94.61714652956299,95.94,64.03,98.88,5.068991321977989,347,41,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_60/predictions/2olo_A_model_1_relaxed.pdb,60,relaxed,389,94.78794344473008,96.11,63.9,98.89,4.810913215374549,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_61/predictions/2olo_A_model_1_relaxed.pdb,61,relaxed,389,94.30349614395887,95.97,45.1,98.88,6.255264307757729,346,38,3,2
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_62/predictions/2olo_A_model_1_relaxed.pdb,62,relaxed,389,94.39768637532133,95.84,48.79,98.88,5.910053185375189,347,37,4,1
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_63/predictions/2olo_A_model_1_relaxed.pdb,63,relaxed,389,94.73681233933162,96.12,64.05,98.89,4.902740725018465,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_64/predictions/2olo_A_model_1_relaxed.pdb,64,relaxed,389,95.00154241645244,96.25,62.79,98.89,4.505386316648401,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_65/predictions/2olo_A_model_1_relaxed.pdb,65,relaxed,389,94.64858611825194,96.17,46.5,98.88,5.801668379481621,348,37,3,1
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_66/predictions/2olo_A_model_1_relaxed.pdb,66,relaxed,389,94.84804627249358,96.1,63.37,98.88,4.775499896963097,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_67/predictions/2olo_A_model_1_relaxed.pdb,67,relaxed,389,94.70030848329048,96.01,63.77,98.88,4.940559612638647,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_68/predictions/2olo_A_model_1_relaxed.pdb,68,relaxed,389,94.65313624678663,95.95,63.93,98.88,4.892061150839578,346,42,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_69/predictions/2olo_A_model_1_relaxed.pdb,69,relaxed,389,94.86408740359896,96.2,63.98,98.9,4.8178698722301565,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_70/predictions/2olo_A_model_1_relaxed.pdb,70,relaxed,389,95.07670951156811,96.26,63.35,98.89,4.551521153953204,352,36,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_71/predictions/2olo_A_model_1_relaxed.pdb,71,relaxed,389,94.94344473007712,96.22,63.13,98.89,4.685480694695608,351,37,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_72/predictions/2olo_A_model_1_relaxed.pdb,72,relaxed,389,95.0128791773779,96.22,63.38,98.89,4.560660891959277,352,36,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_73/predictions/2olo_A_model_1_relaxed.pdb,73,relaxed,389,94.4603856041131,96.0,64.27,98.88,5.333291241764591,346,41,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_74/predictions/2olo_A_model_1_relaxed.pdb,74,relaxed,389,94.32195372750643,95.91,36.91,98.88,6.619534570170975,348,37,2,2
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_75/predictions/2olo_A_model_1_relaxed.pdb,75,relaxed,389,94.73285347043702,96.11,63.04,98.88,4.901044789899133,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_76/predictions/2olo_A_model_1_relaxed.pdb,76,relaxed,389,94.7074293059126,96.03,64.59,98.89,4.8607486985630395,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_77/predictions/2olo_A_model_1_relaxed.pdb,77,relaxed,389,94.65179948586119,96.02,63.6,98.89,5.033285020114709,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_78/predictions/2olo_A_model_1_relaxed.pdb,78,relaxed,389,94.43874035989717,95.89,63.84,98.88,5.393098129075345,346,40,3,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_79/predictions/2olo_A_model_1_relaxed.pdb,79,relaxed,389,94.9141645244216,96.16,64.33,98.89,4.63567849254713,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_80/predictions/2olo_A_model_1_relaxed.pdb,80,relaxed,389,94.83277634961439,96.13,64.13,98.88,4.732221912672669,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_81/predictions/2olo_A_model_1_relaxed.pdb,81,relaxed,389,94.56239074550128,95.89,63.75,98.87,5.006204983994346,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_82/predictions/2olo_A_model_1_relaxed.pdb,82,relaxed,389,94.97182519280206,96.16,63.96,98.89,4.603709341533468,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_83/predictions/2olo_A_model_1_relaxed.pdb,83,relaxed,389,94.75552699228793,96.08,63.24,98.89,4.891076140986175,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_84/predictions/2olo_A_model_1_relaxed.pdb,84,relaxed,389,94.85794344473007,96.2,63.23,98.89,4.836238302060724,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_85/predictions/2olo_A_model_1_relaxed.pdb,85,relaxed,389,94.99329048843188,96.25,63.4,98.88,4.5449868690267845,352,36,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_86/predictions/2olo_A_model_1_relaxed.pdb,86,relaxed,389,94.58372750642674,95.91,63.8,98.89,5.181960206847368,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_87/predictions/2olo_A_model_1_relaxed.pdb,87,relaxed,389,94.79120822622107,96.13,63.76,98.88,4.905928753914887,346,40,3,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_88/predictions/2olo_A_model_1_relaxed.pdb,88,relaxed,389,94.78452442159383,96.05,63.96,98.87,4.835179939139886,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_89/predictions/2olo_A_model_1_relaxed.pdb,89,relaxed,389,95.02069408740361,96.27,63.39,98.89,4.560211694929095,352,36,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_90/predictions/2olo_A_model_1_relaxed.pdb,90,relaxed,389,94.51303341902313,95.9,64.35,98.88,5.147984847602832,345,43,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_91/predictions/2olo_A_model_1_relaxed.pdb,91,relaxed,389,94.92323907455012,96.13,63.06,98.88,4.6552670310993225,350,38,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_92/predictions/2olo_A_model_1_relaxed.pdb,92,relaxed,389,94.93172236503857,96.17,63.33,98.88,4.6963559425596175,352,36,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_93/predictions/2olo_A_model_1_relaxed.pdb,93,relaxed,389,94.81002570694088,96.15,63.15,98.88,4.75006774225784,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_94/predictions/2olo_A_model_1_relaxed.pdb,94,relaxed,389,94.74259640102828,95.97,63.19,98.88,4.778224521883979,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_95/predictions/2olo_A_model_1_relaxed.pdb,95,relaxed,389,94.73863753213368,96.08,64.47,98.89,4.833600656223627,349,39,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_96/predictions/2olo_A_model_1_relaxed.pdb,96,relaxed,389,94.57699228791773,95.99,64.26,98.88,5.035815892539021,344,44,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_97/predictions/2olo_A_model_1_relaxed.pdb,97,relaxed,389,95.03519280205656,96.35,63.59,98.89,4.626923314370084,352,36,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_98/predictions/2olo_A_model_1_relaxed.pdb,98,relaxed,389,94.71874035989717,96.09,49.67,98.87,5.545312147325806,351,34,3,1
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_99/predictions/2olo_A_model_1_relaxed.pdb,99,relaxed,389,94.51974293059126,95.86,64.33,98.88,5.0771945065613036,345,41,3,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_100/predictions/2olo_A_model_1_relaxed.pdb,100,relaxed,389,94.70588688946015,96.09,61.79,98.87,5.148591945192489,348,37,4,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,1,unrelaxed,389,94.59799485861183,96.01,63.6,98.88,5.136498575735253,349,38,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb,2,unrelaxed,389,94.68884318766067,96.0,63.8,98.88,4.768673435951409,347,41,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,3,unrelaxed,389,94.40966580976864,95.77,63.1,98.88,5.246764996573235,345,41,3,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb,4,unrelaxed,389,94.54424164524421,95.98,63.54,98.88,5.150179333602007,346,41,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,5,unrelaxed,389,94.65593830334191,96.01,63.16,98.88,5.0647036587368905,348,40,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_6/predictions/2olo_A_model_1_unrelaxed.pdb,6,unrelaxed,389,94.5938560411311,96.05,64.11,98.89,5.013880582411826,346,42,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_7/predictions/2olo_A_model_1_unrelaxed.pdb,7,unrelaxed,389,94.54359897172236,95.98,63.05,98.89,5.271286683787873,345,42,2,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_8/predictions/2olo_A_model_1_unrelaxed.pdb,8,unrelaxed,389,94.59303341902314,95.94,63.56,98.88,5.120777420783908,347,41,1,0
/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_2olo_100pred_af/repeat_9/predictions/2olo_A_model_1_unrelaxed.pdb,9,unrelaxed,389,94.78871465295629,96.13,63.6,98.88,4.805757489163999,347,41,1,0
