epoch,repeat,chain,status,relax_success,relax_error,unrelaxed_path,relaxed_path,relaxed_exists
0,3,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7dsq_A_model_1_relaxed.pdb,False
0,3,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7evw_A_model_1_relaxed.pdb,False
0,4,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/2olo_A_model_1_relaxed.pdb,False
0,4,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/4bp8_A_model_1_relaxed.pdb,False
0,4,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,False
0,4,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6nbf_A_model_1_relaxed.pdb,False
0,4,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6xpf_A_model_1_relaxed.pdb,False
0,4,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7dsq_A_model_1_relaxed.pdb,False
0,4,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7evw_A_model_1_relaxed.pdb,False
0,5,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,False
0,5,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/4bp8_A_model_1_relaxed.pdb,False
0,5,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/5i6x_A_model_1_relaxed.pdb,False
0,5,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6nbf_A_model_1_relaxed.pdb,False
0,5,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6xpf_A_model_1_relaxed.pdb,False
0,5,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7dsq_A_model_1_relaxed.pdb,False
0,5,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7evw_A_model_1_relaxed.pdb,False
1,1,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/2olo_A_model_1_relaxed.pdb,False
1,1,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,False
1,1,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/5i6x_A_model_1_relaxed.pdb,False
1,1,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6nbf_A_model_1_relaxed.pdb,False
1,1,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6xpf_A_model_1_relaxed.pdb,False
1,1,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7dsq_A_model_1_relaxed.pdb,False
1,1,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7evw_A_model_1_relaxed.pdb,False
1,2,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/2olo_A_model_1_relaxed.pdb,False
1,2,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/4bp8_A_model_1_relaxed.pdb,False
1,2,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/5i6x_A_model_1_relaxed.pdb,False
1,2,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6nbf_A_model_1_relaxed.pdb,False
1,2,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6xpf_A_model_1_relaxed.pdb,False
1,2,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7dsq_A_model_1_relaxed.pdb,False
1,2,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7evw_A_model_1_relaxed.pdb,False
1,3,2olo_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,True
1,3,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/4bp8_A_model_1_relaxed.pdb,False
1,3,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/5i6x_A_model_1_relaxed.pdb,False
1,3,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/6nbf_A_model_1_relaxed.pdb,False
1,3,6xpf_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/6xpf_A_model_1_relaxed.pdb,True
1,3,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/7dsq_A_model_1_relaxed.pdb,False
1,3,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/7evw_A_model_1_relaxed.pdb,False
1,4,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/2olo_A_model_1_relaxed.pdb,False
1,4,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/4bp8_A_model_1_relaxed.pdb,False
1,4,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,False
1,4,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/6nbf_A_model_1_relaxed.pdb,False
1,4,6xpf_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/6xpf_A_model_1_relaxed.pdb,True
1,4,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/7dsq_A_model_1_relaxed.pdb,False
1,4,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/7evw_A_model_1_relaxed.pdb,False
1,5,2olo_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,True
1,5,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/4bp8_A_model_1_relaxed.pdb,False
1,5,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/5i6x_A_model_1_relaxed.pdb,False
1,5,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/6nbf_A_model_1_relaxed.pdb,False
1,5,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/6xpf_A_model_1_relaxed.pdb,False
1,5,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/7dsq_A_model_1_relaxed.pdb,False
1,5,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/7evw_A_model_1_relaxed.pdb,False
2,1,2olo_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/2olo_A_model_1_relaxed.pdb,True
2,1,4bp8_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True
2,1,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/5i6x_A_model_1_relaxed.pdb,False
2,1,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/6nbf_A_model_1_relaxed.pdb,False
2,1,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/6xpf_A_model_1_relaxed.pdb,False
2,1,7dsq_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/7dsq_A_model_1_relaxed.pdb,True
2,1,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/7evw_A_model_1_relaxed.pdb,False
2,2,2olo_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/2olo_A_model_1_relaxed.pdb,True
2,2,4bp8_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/4bp8_A_model_1_relaxed.pdb,True
2,2,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/5i6x_A_model_1_relaxed.pdb,False
2,2,6nbf_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/6nbf_A_model_1_relaxed.pdb,True
2,2,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/6xpf_A_model_1_relaxed.pdb,False
2,2,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/7dsq_A_model_1_relaxed.pdb,False
2,2,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/7evw_A_model_1_relaxed.pdb,False
