epoch,repeat,chain,state,pdb_path,mean_plddt,min_plddt,max_plddt,num_residues
0,3,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/6nbf_A_model_1_unrelaxed.pdb,9.781652719665269,7.2,19.79,478
0,3,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/6xpf_A_model_1_unrelaxed.pdb,10.225781249999997,7.05,24.26,320
0,3,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7dsq_A_model_1_unrelaxed.pdb,9.746681034482746,7.06,20.73,464
0,3,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7evw_A_model_1_unrelaxed.pdb,9.281252086811351,6.96,17.9,599
0,4,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb,9.208226221079688,7.1,17.27,389
0,4,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,9.48605594405595,6.98,17.57,715
0,4,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,9.800837887067399,7.21,22.07,549
0,4,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,9.539267782426784,7.06,20.1,478
0,4,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6xpf_A_model_1_unrelaxed.pdb,10.355968749999995,7.07,24.36,320
0,4,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7dsq_A_model_1_unrelaxed.pdb,9.887780172413798,7.1,22.18,464
0,4,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7evw_A_model_1_unrelaxed.pdb,9.2827879799666,6.99,17.63,599
0,5,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,9.209357326478136,7.21,18.02,389
0,5,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,9.490503496503495,7.11,19.16,715
0,5,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,9.72129326047359,7.19,21.47,549
0,5,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,9.673430962343094,7.18,19.46,478
0,5,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6xpf_A_model_1_unrelaxed.pdb,10.296624999999997,7.2,24.32,320
0,5,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7dsq_A_model_1_unrelaxed.pdb,9.810193965517241,7.07,21.81,464
0,5,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7evw_A_model_1_unrelaxed.pdb,9.311268781302163,7.03,16.99,599
1,1,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,14.855244215938306,7.55,34.13,389
1,1,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,17.5038881118881,8.42,35.66,715
1,1,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb,17.079034608378866,9.0,32.46,549
1,1,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6nbf_A_model_1_unrelaxed.pdb,16.262447698744765,8.7,30.46,478
1,1,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6xpf_A_model_1_unrelaxed.pdb,19.44896875,9.55,34.94,320
1,1,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7dsq_A_model_1_unrelaxed.pdb,17.316896551724135,9.33,30.62,464
1,1,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7evw_A_model_1_unrelaxed.pdb,15.318848080133552,8.19,32.02,599
1,2,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb,14.194498714652953,7.76,33.82,389
1,2,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/4bp8_A_model_1_unrelaxed.pdb,17.68548251748251,8.71,35.68,715
1,2,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,17.265719489981777,9.16,31.81,549
1,2,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb,16.64778242677824,8.96,29.77,478
1,2,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6xpf_A_model_1_unrelaxed.pdb,18.497750000000003,9.59,33.5,320
1,2,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7dsq_A_model_1_unrelaxed.pdb,17.60394396551725,9.08,31.29,464
1,2,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7evw_A_model_1_unrelaxed.pdb,16.5361101836394,8.37,33.9,599
1,3,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,13.94241645244216,7.52,33.38,389
1,3,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb,17.504153846153862,8.55,34.28,715
1,3,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,18.541238615664852,9.35,32.46,549
1,3,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/6nbf_A_model_1_unrelaxed.pdb,16.510899581589957,8.22,29.39,478
1,3,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/6xpf_A_model_1_unrelaxed.pdb,19.832156250000008,9.48,35.2,320
1,3,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/7dsq_A_model_1_unrelaxed.pdb,17.996357758620704,9.58,31.2,464
1,3,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/7evw_A_model_1_unrelaxed.pdb,15.334724540901496,7.59,31.95,599
1,4,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb,14.807660668380452,7.66,33.79,389
1,4,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,18.32868531468531,9.05,34.04,715
1,4,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,17.915683060109295,9.43,32.31,549
1,4,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,16.27125523012553,8.88,29.39,478
1,4,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/6xpf_A_model_1_unrelaxed.pdb,19.94465625000002,9.6,35.64,320
1,4,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/7dsq_A_model_1_unrelaxed.pdb,17.750193965517237,9.16,31.57,464
1,4,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_4/predictions/7evw_A_model_1_unrelaxed.pdb,15.01484140233723,7.18,31.88,599
1,5,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,14.514858611825167,7.61,35.64,389
1,5,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,17.661999999999995,8.81,33.17,715
1,5,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,17.203770491803272,9.39,31.53,549
1,5,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,16.360000000000007,8.97,30.26,478
1,5,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/6xpf_A_model_1_unrelaxed.pdb,19.348906250000006,10.08,33.46,320
1,5,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/7dsq_A_model_1_unrelaxed.pdb,18.061831896551716,9.13,31.5,464
1,5,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_5/predictions/7evw_A_model_1_unrelaxed.pdb,15.516444073455752,8.14,32.4,599
2,1,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,29.929460154241653,23.84,48.66,389
2,1,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,29.108447552447522,22.89,43.33,715
2,1,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb,29.65125683060107,22.14,43.45,549
2,1,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/6nbf_A_model_1_unrelaxed.pdb,29.466025104602497,22.33,48.02,478
2,1,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/6xpf_A_model_1_unrelaxed.pdb,32.50337500000001,22.87,51.09,320
2,1,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/7dsq_A_model_1_unrelaxed.pdb,30.745754310344836,22.17,46.54,464
2,1,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/7evw_A_model_1_unrelaxed.pdb,28.45966611018361,19.11,41.94,599
2,2,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb,29.666169665809768,23.73,48.23,389
2,2,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/4bp8_A_model_1_unrelaxed.pdb,28.857076923076924,21.09,45.5,715
2,2,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,29.711785063752274,22.64,42.46,549
2,2,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb,29.467866108786623,22.17,47.39,478
2,2,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/6xpf_A_model_1_unrelaxed.pdb,32.614625,23.5,49.06,320
2,2,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/7dsq_A_model_1_unrelaxed.pdb,30.724568965517253,22.7,45.69,464
2,2,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_2/predictions/7evw_A_model_1_unrelaxed.pdb,28.423505843071776,19.63,42.64,599
2,3,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,29.82724935732646,23.93,47.93,389
2,3,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb,28.974531468531435,22.2,45.12,715
2,3,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,29.441329690346095,21.6,43.33,549
2,3,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_3/predictions/6nbf_A_model_1_unrelaxed.pdb,29.606464435146457,22.84,48.36,478
2,3,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_3/predictions/6xpf_A_model_1_unrelaxed.pdb,32.53821875000003,23.32,50.35,320
2,3,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_3/predictions/7dsq_A_model_1_unrelaxed.pdb,30.616465517241373,22.78,45.93,464
2,3,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_3/predictions/7evw_A_model_1_unrelaxed.pdb,28.39076794657762,21.23,42.4,599
2,4,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb,29.7562467866324,21.14,48.44,389
2,4,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,28.8264895104895,21.79,45.51,715
2,4,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,29.716484517304192,22.99,42.14,549
2,4,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,29.63458158995815,21.49,47.81,478
2,4,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/6xpf_A_model_1_unrelaxed.pdb,32.239875,23.07,49.28,320
2,4,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/7dsq_A_model_1_unrelaxed.pdb,30.640387931034514,22.05,48.03,464
2,4,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_4/predictions/7evw_A_model_1_unrelaxed.pdb,28.468247078464096,19.35,41.81,599
2,5,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,29.743341902313613,23.37,47.53,389
2,5,4bp8_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,28.965132867132862,21.73,46.78,715
2,5,5i6x_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,29.601493624772303,22.09,42.62,549
2,5,6nbf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,29.52801255230125,21.47,48.34,478
2,5,6xpf_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_5/predictions/6xpf_A_model_1_unrelaxed.pdb,32.27928125000002,23.41,50.78,320
2,5,7dsq_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_5/predictions/7dsq_A_model_1_unrelaxed.pdb,30.591400862068976,22.04,45.95,464
2,5,7evw_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_5/predictions/7evw_A_model_1_unrelaxed.pdb,28.642120200333874,22.14,43.12,599
3,1,2olo_A,unrelaxed,/users/sgsrehm1/COMP702_BeyondAF/code/COMP390_code/Result/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,35.75331619537277,25.41,58.51,389
