,lo_A_model_1_relaxed_repeat001,lo_A_model_1_relaxed_repeat002,lo_A_model_1_relaxed_repeat003,lo_A_model_1_relaxed_repeat004,lo_A_model_1_relaxed_repeat005,lo_A_model_1_relaxed_repeat006,lo_A_model_1_relaxed_repeat007,lo_A_model_1_relaxed_repeat008,lo_A_model_1_relaxed_repeat009,lo_A_model_1_relaxed_repeat010,lo_A_model_1_relaxed_repeat011,lo_A_model_1_relaxed_repeat012,lo_A_model_1_relaxed_repeat013,lo_A_model_1_relaxed_repeat014,lo_A_model_1_relaxed_repeat015,lo_A_model_1_relaxed_repeat016,lo_A_model_1_relaxed_repeat017,lo_A_model_1_relaxed_repeat018,lo_A_model_1_relaxed_repeat019,lo_A_model_1_relaxed_repeat020,lo_A_model_1_relaxed_repeat021,lo_A_model_1_relaxed_repeat022,lo_A_model_1_relaxed_repeat023,lo_A_model_1_relaxed_repeat024,lo_A_model_1_relaxed_repeat025,lo_A_model_1_relaxed_repeat026,lo_A_model_1_relaxed_repeat027,lo_A_model_1_relaxed_repeat028,lo_A_model_1_relaxed_repeat029,lo_A_model_1_relaxed_repeat030,lo_A_model_1_relaxed_repeat031,lo_A_model_1_relaxed_repeat032,lo_A_model_1_relaxed_repeat033,lo_A_model_1_relaxed_repeat034,lo_A_model_1_relaxed_repeat035,lo_A_model_1_relaxed_repeat036,lo_A_model_1_relaxed_repeat037,lo_A_model_1_relaxed_repeat038,lo_A_model_1_relaxed_repeat039,lo_A_model_1_relaxed_repeat040,lo_A_model_1_relaxed_repeat041,lo_A_model_1_relaxed_repeat042,lo_A_model_1_relaxed_repeat043,lo_A_model_1_relaxed_repeat044,lo_A_model_1_relaxed_repeat045,lo_A_model_1_relaxed_repeat046,lo_A_model_1_relaxed_repeat047,lo_A_model_1_relaxed_repeat048,lo_A_model_1_relaxed_repeat049,lo_A_model_1_relaxed_repeat050,lo_A_model_1_relaxed_repeat051,lo_A_model_1_relaxed_repeat052,lo_A_model_1_relaxed_repeat053,lo_A_model_1_relaxed_repeat054,lo_A_model_1_relaxed_repeat055,lo_A_model_1_relaxed_repeat056,lo_A_model_1_relaxed_repeat057,lo_A_model_1_relaxed_repeat058,lo_A_model_1_relaxed_repeat059,lo_A_model_1_relaxed_repeat060,lo_A_model_1_relaxed_repeat061,lo_A_model_1_relaxed_repeat062,lo_A_model_1_relaxed_repeat063,lo_A_model_1_relaxed_repeat064,lo_A_model_1_relaxed_repeat065,lo_A_model_1_relaxed_repeat066,lo_A_model_1_relaxed_repeat067,lo_A_model_1_relaxed_repeat068,lo_A_model_1_relaxed_repeat069,lo_A_model_1_relaxed_repeat070,lo_A_model_1_relaxed_repeat071,lo_A_model_1_relaxed_repeat072,lo_A_model_1_relaxed_repeat073,lo_A_model_1_relaxed_repeat074,lo_A_model_1_relaxed_repeat075,lo_A_model_1_relaxed_repeat076,lo_A_model_1_relaxed_repeat077,lo_A_model_1_relaxed_repeat078,lo_A_model_1_relaxed_repeat079,lo_A_model_1_relaxed_repeat080,lo_A_model_1_relaxed_repeat081,lo_A_model_1_relaxed_repeat082,lo_A_model_1_relaxed_repeat083,lo_A_model_1_relaxed_repeat084,lo_A_model_1_relaxed_repeat085,lo_A_model_1_relaxed_repeat086,lo_A_model_1_relaxed_repeat087,lo_A_model_1_relaxed_repeat088,lo_A_model_1_relaxed_repeat089,lo_A_model_1_relaxed_repeat090,lo_A_model_1_relaxed_repeat091,lo_A_model_1_relaxed_repeat092,lo_A_model_1_relaxed_repeat093,lo_A_model_1_relaxed_repeat094,lo_A_model_1_relaxed_repeat095,lo_A_model_1_relaxed_repeat096,lo_A_model_1_relaxed_repeat097,lo_A_model_1_relaxed_repeat098,lo_A_model_1_relaxed_repeat099,lo_A_model_1_relaxed_repeat100
lo_A_model_1_relaxed_repeat024,0.39032072942246004,0.34450549245950196,0.3692014737011741,0.3620326102337678,0.35581553144535394,0.36012178038766984,0.31540754116590247,0.29023127278505334,0.3448391219519797,0.30997729392131473,0.34366475663054025,0.3747855848627145,0.342126314215083,0.34939665961636346,0.3621254613879114,0.3320284042523004,0.3696163575767027,0.3343087587977165,0.35034775284794967,0.3481548337578493,0.3652625606292341,0.3385083411021184,0.37788304236270415,0.0,0.3621119895695056,0.32869477864841357,0.35930313254779067,0.4250262299403874,0.320745064311831,0.3418229762131839,0.36850597330371054,0.3576457754752705,0.35991685576187793,0.3373280094803445,0.30839308472584775,0.34814045148876915,0.34279988281306684,0.3311690827559097,0.34467222305369816,0.40464714666573526,0.3660150797803411,0.35067574252412986,0.33080454230170303,0.36701685709318305,0.37727685519383497,0.3706279711381559,0.3550781815621163,0.3722738389395611,0.35319793880642925,0.39244135178683026,0.31231989946115785,0.42302165990601753,0.35174390801268235,0.3447744800011826,0.3540804447768763,0.3727980272194482,0.3364324317242317,0.31985238905913826,0.3555759397471075,0.36914365581248915,0.3963177075553001,0.3355169819956051,0.3584052261779189,0.36885532248706754,0.34830457951977783,0.42268699039063595,0.4047460568422225,0.38810367625070663,0.3619324623408867,0.3476385079199961,0.3358054822191145,0.4001165781478277,0.38213757643648394,0.3761257969941981,0.31246035513904713,0.3638789985805878,0.35213369648513637,0.3545166166395217,0.3463571304341447,0.3789843742650255,0.33162477719091527,0.3533207274993737,0.4140660932915588,0.3796302319607831,0.417820970484072,0.3507687857530303,0.42457185368479716,0.3423331961224064,0.3546254345862799,0.3454049478055091,0.418150502370058,0.37416038576730615,0.3780434533841818,0.33922426864083144,0.3939266759654593,0.3310519929429115,0.3595167635735709,0.4025057779554893,0.3702402266974105,0.34601433893233546
lo_A_model_1_relaxed_repeat025,0.31490998327768877,0.2695313051642041,0.311982034257697,0.38071858117822854,0.29498905195368214,0.32035723086081086,0.3397374649113307,0.3290884362227087,0.284980786441675,0.354237499438701,0.3343672948118149,0.3814756754855078,0.3171753011724269,0.3718259087769009,0.3574971412593165,0.28246938887413964,0.3632146253822378,0.3436849040978103,0.2956753139395433,0.3583905367389523,0.30156696160538327,0.3553373540638995,0.32059083509658476,0.3621119895695056,0.0,0.345961743400908,0.3039315580662118,0.4143136765829962,0.37279346055774754,0.35864125240357947,0.29916646243532347,0.34392200599681,0.35679634774268343,0.35868512857271834,0.3582260777034261,0.35747749211337504,0.365089755166604,0.36686648216587847,0.34944562676589375,0.40468751964334,0.37703230888829226,0.3543127705035722,0.3568635425240754,0.38156147071874663,0.37053466376701216,0.35699532943170487,0.3002558756195504,0.2794406839585389,0.3460564674786964,0.4121744217369531,0.36099770347887855,0.41006475639209355,0.3570043859906978,0.37656101421269395,0.27884982446933837,0.2820844139528732,0.33478445225349457,0.3525697609518224,0.2734556584508166,0.2955163759747364,0.4200139312356744,0.3391413461178658,0.34970054632929054,0.3761829981121815,0.29204370888104353,0.4382828699662645,0.40428962408533503,0.3491196776983835,0.2657560812224697,0.2786679946029377,0.34919945233452127,0.40799464217077314,0.3950231879613926,0.3486832783663468,0.36614654226809024,0.3066581606085368,0.35271337356453225,0.2745898228548368,0.3160327213641308,0.3811838722875505,0.34030466867945813,0.3622436047531403,0.39626630111832983,0.31429313017280497,0.4215557398185473,0.30221537763294815,0.4364586646537781,0.3476345984220049,0.3720736463165079,0.309278221991134,0.4004955442608798,0.31691936307136,0.39398793762353557,0.3337446532339234,0.3364657256680927,0.36938529148063237,0.34142594192554043,0.42341762985306397,0.36962340189369475,0.3204643001460495
lo_A_model_1_relaxed_repeat026,0.38668374734115324,0.32516099236918344,0.37196281753043386,0.3703850990554142,0.33136182351468263,0.3463949634050546,0.27150868696204034,0.3193190179008025,0.3369667779500823,0.324079151037735,0.3187587245292579,0.3738040921187092,0.3217722294855435,0.34425694898458825,0.3490339826292605,0.34222903925234377,0.3520508075570537,0.34220613051986537,0.3558164159906229,0.361212985886588,0.3710303482375865,0.3266297313503516,0.3814501731824053,0.32869477864841357,0.345961743400908,0.0,0.3475777617011545,0.3899295266652413,0.33667506611428993,0.33928250474457283,0.35913789637450305,0.3142769251692659,0.33223959329580505,0.3392432038509901,0.33603707473090716,0.33378528731169543,0.3011053076495111,0.3148287905862077,0.33027434731164274,0.39805809023882177,0.36209606768337,0.34461606012840773,0.3372537834468476,0.35509518359652215,0.337801780514039,0.3418178701680728,0.3616994935096678,0.36615720882385566,0.33327588918473255,0.37331312534722016,0.33003428963049086,0.40886828699316696,0.3379449379941647,0.35139851393212423,0.35040299709328965,0.35262518450036984,0.315833071934544,0.3382439715105551,0.3492001078287094,0.34068323172366793,0.3708621976839356,0.306662312589604,0.34646239992770117,0.3498732654259249,0.3480475688140454,0.42270773731670747,0.4106228912253715,0.39275076277394244,0.3488298854517245,0.3252281690531074,0.34246957197001,0.37716429331099727,0.3806441720213884,0.37315048915102345,0.3189972217242827,0.33022080444039964,0.3254996819022331,0.343961021846017,0.34012498754586645,0.35376851220663835,0.34920604818868667,0.340660764978038,0.3909338074072935,0.3630312692207735,0.4073835352321626,0.3152309596786365,0.39858361535106196,0.333363060190923,0.34579100090808157,0.34719839269684594,0.3917385408742606,0.34361525711370294,0.3689691396813506,0.33769622600594046,0.3678193871639676,0.3385445157247784,0.3314378007059044,0.40543418856695024,0.344768504780254,0.3474676835767407
lo_A_model_1_relaxed_repeat027,0.33593944034938855,0.27417797546805184,0.3215845069898555,0.3927662797398923,0.26550230419644094,0.27715115205834434,0.35649228954295287,0.33120510870808556,0.24822966890858633,0.35264461719583357,0.37569814840167415,0.39122579820204456,0.30858006985803677,0.3802702148967563,0.38459454152833544,0.25642568997240794,0.3824795617605217,0.3766840108936761,0.28844717707546386,0.35177046586955385,0.3094944883846664,0.34813823245720416,0.2869908503972401,0.35930313254779067,0.3039315580662118,0.3475777617011545,0.0,0.4191389770915018,0.34107219646957143,0.35614780490878334,0.23215763476994297,0.3390804277464075,0.36509810154013633,0.3626237246309679,0.37256225296170664,0.3447645212421025,0.3389405778415772,0.3370483254322456,0.3615033781553634,0.3968218520449346,0.3723745480100949,0.38490509392637573,0.3601001688649912,0.3764370272426134,0.364258629369436,0.35453404912441777,0.2791067398793261,0.27503086053918935,0.37029628936437414,0.40160821198906393,0.356634483058548,0.4337387121139478,0.35977106852184554,0.36269315311848277,0.28621880042502135,0.2893152588910265,0.3743887722537891,0.362044267323964,0.3112988159143873,0.2545848537964238,0.41498897722231476,0.36709258654439103,0.37758706089467453,0.3815388238513422,0.2983541884159673,0.4229377467490681,0.39346165555488194,0.3603055451098552,0.26242404719010365,0.26259783925011054,0.3573592142528928,0.41027144787836023,0.3646977308772431,0.33578413769036725,0.3385530516958744,0.2788059559752401,0.3477614494895502,0.25931217481198693,0.2894177965229609,0.37520710542304864,0.3614578255573565,0.36166713804416717,0.4114624463766464,0.30686872114499936,0.42348472617642424,0.26603263323441473,0.4520795377371436,0.3433670691927352,0.3638197056986462,0.2838101684771783,0.39362738456907387,0.24854132392737194,0.413812415603474,0.36341733616999955,0.2969230860461707,0.3428490827787523,0.3597011555669038,0.4135007044951989,0.3644133781262259,0.2946628732463831
lo_A_model_1_relaxed_repeat028,0.4153195505168133,0.399738111693036,0.42593147944103277,0.43366488911543455,0.41713022568357105,0.43179566512815076,0.39309170338169824,0.41823424722371416,0.4114104981610688,0.40823203029397376,0.40087525842624894,0.42362182503239465,0.40150770930266166,0.41110326456314816,0.40492356084668046,0.4133127619598208,0.4132305123853241,0.38023135040173395,0.4150745318045781,0.43269620819194954,0.4115447016884554,0.4101282816865948,0.4181555316397424,0.4250262299403874,0.4143136765829962,0.3899295266652413,0.4191389770915018,0.0,0.4380520673777326,0.409020533534255,0.42148942256399907,0.3861827048756383,0.3987704636624389,0.40522538280896875,0.41173244364540257,0.4132926164817616,0.40907449888330094,0.4179891573023367,0.40960981468480834,0.44575056055125684,0.4027275745273626,0.4023201665987853,0.4133346370370321,0.39761859065411226,0.42415938915764506,0.4089160450541384,0.42559899722364036,0.4085352249719949,0.40453795682501814,0.4333073393766298,0.4167487758868013,0.4197421376139142,0.4153566129000817,0.4228535801132494,0.424618923658663,0.4044518005168784,0.3798721643268022,0.4073063755306632,0.4035769963570212,0.4047207129711406,0.4462267814535667,0.3802129513996297,0.372789699735519,0.4127596854586384,0.41814147006038904,0.4542484872026478,0.43072338261569076,0.41217549771376966,0.4126042764977882,0.4056149184740351,0.4205241977084899,0.3975219737315508,0.43195801337848616,0.4345083551896485,0.4246333771704163,0.4151311218817406,0.40588355377801133,0.4193510894162118,0.42712235367298806,0.41618878460970926,0.40608994260857995,0.39966928388442197,0.4217883447006589,0.4200797662519657,0.4416590843412098,0.4160009560349969,0.4368857797518205,0.4107259353771275,0.42824093735791363,0.42191070253738966,0.44297088457139994,0.4348376113122358,0.41766340295603177,0.40208483862675676,0.4405710301620225,0.4170821390680902,0.39987605375803476,0.45911814456889977,0.4108881827364305,0.4245689895594885
lo_A_model_1_relaxed_repeat029,0.3986285143059132,0.3445791943415975,0.3824105457031094,0.3751766012390837,0.3637615043483569,0.34933970005883386,0.35107128100867224,0.2998483164460599,0.34999006730234566,0.3425761195866048,0.35737530714553806,0.39351539153666126,0.37548697993805896,0.3502628483682893,0.3730725381759674,0.36582112157444613,0.3835920505306764,0.35282084192262914,0.3720854886617795,0.34378816214230606,0.390363903441593,0.31833975605651743,0.37050385211885045,0.320745064311831,0.37279346055774754,0.33667506611428993,0.34107219646957143,0.4380520673777326,0.0,0.3672515558759093,0.3591939792581944,0.3384938870762408,0.3514268076634054,0.35581890878818684,0.3625442600378734,0.3528442778426408,0.34353780874482504,0.3331483750089464,0.36738249802751693,0.4199758150949454,0.3826718432652709,0.3593368554428312,0.3538011452181208,0.3920301147522665,0.371752913772611,0.3551129502555474,0.37093259107884213,0.35631450800143305,0.3487748022161925,0.3989584436643766,0.348510092669377,0.42789199498299724,0.33739730064650475,0.3447562635528778,0.35666905993073483,0.3717082323735999,0.3600428761623404,0.34501767490126867,0.38793381734266785,0.3579217551820761,0.40852286337469157,0.3678008729153731,0.369333738760152,0.3960847368191037,0.38257773387987193,0.4306110373900959,0.41314627268357623,0.40751818727680533,0.36929325844051597,0.3286515998833195,0.36832781474254506,0.40372730495572096,0.38701251121126384,0.3894682556698749,0.33999322554893685,0.3541331676490986,0.3411768742362103,0.3510962191176143,0.36799542044796213,0.3753555491383545,0.3695553915322932,0.35216863401091797,0.4104584826159146,0.38579564961492574,0.43833887897186563,0.3716653547325075,0.43717489453537606,0.29999942775338845,0.3666774221338398,0.3504033237148105,0.41167062545518224,0.36262841936247575,0.41189318309185374,0.3540214100845926,0.3951338484944528,0.3403204330315323,0.3265204338250415,0.4159673559327904,0.3858381063983573,0.3634161551992422
lo_A_model_1_relaxed_repeat030,0.36588618976761195,0.32640303513413943,0.3544003377929456,0.3805867768416605,0.34919883780760247,0.3558600776285328,0.3374510190706451,0.34448460393203184,0.3522424382952664,0.31558751441728505,0.34905377919818054,0.37848806967211024,0.34346309199838776,0.35775600096039756,0.36322951358913985,0.3297148809474162,0.33444742289907703,0.35173353648279726,0.35296163676003156,0.36190566195419827,0.3580522735791026,0.3593714111595388,0.36137351238108717,0.3418229762131839,0.35864125240357947,0.33928250474457283,0.35614780490878334,0.409020533534255,0.3672515558759093,0.0,0.35840817995978924,0.32752118825408044,0.33608266746520765,0.33795801857271646,0.3572111816925392,0.3407840408790921,0.34107173507818234,0.32826657055627556,0.3354456391489303,0.41655161787904965,0.3745532770750619,0.34355292503963697,0.34474435387384805,0.38029180874653856,0.39481141257839286,0.3735185903526835,0.370111184624652,0.35228934492331015,0.3529616772917759,0.4101750210893004,0.3636997928813227,0.4202548446809691,0.3814474728387253,0.36780141746539874,0.34462652132251154,0.33847934790124334,0.30759071146522815,0.3408145590528298,0.3271479039715238,0.3498881080086806,0.4150005601802586,0.34969440981735855,0.34986083478949087,0.37661115977256443,0.36200972963315514,0.4424236797983941,0.42290189002142214,0.4025071641193259,0.34751025344842457,0.3376001732332136,0.32514220505035507,0.41506698358020366,0.39455597904588696,0.3852707648287885,0.29328532251132555,0.3274598993676147,0.3578474831169062,0.3535702231780397,0.37135967934728903,0.3934119850559892,0.3568707183072346,0.37394532661358043,0.39872041398261315,0.3650716511090538,0.4127137933851468,0.3310156477938865,0.41776063540962555,0.3598596133838559,0.35909523087264644,0.3332006316683778,0.4090391056924678,0.36195933979160533,0.4109967297608411,0.34849843442730594,0.3813112682072254,0.35068969446303255,0.3480965202506146,0.41956043487459616,0.36999814406215886,0.3470729433995932
lo_A_model_1_relaxed_repeat031,0.3373276701984957,0.2696082040498529,0.31148378115521,0.4102165240047305,0.2636051909761739,0.29862622989085685,0.34238288099143377,0.33866133842811574,0.25753358601473325,0.36471236241199356,0.37421983700647926,0.3853686713726694,0.3092297412994888,0.381595775912894,0.4018895285187799,0.27549497657363997,0.3794188387807666,0.3694941444012085,0.28792494253223155,0.36854029038440794,0.2875554309939815,0.35985834122759053,0.2661511289889425,0.36850597330371054,0.29916646243532347,0.35913789637450305,0.23215763476994297,0.42148942256399907,0.3591939792581944,0.35840817995978924,0.0,0.3498643513959123,0.37301359443175963,0.3595412750564833,0.3713273565500671,0.3651274886607136,0.352632405961088,0.36053397848517166,0.36095406878313696,0.4021419047898177,0.37614850353229523,0.3680472383688791,0.3363429937460569,0.38285786273957656,0.3711668951988571,0.3515900119182664,0.2619570343391662,0.2601313083193836,0.36837511981460735,0.4062803108533866,0.37255280659967294,0.40887794401805894,0.3551722465926108,0.37261447243012136,0.2982696881464035,0.29390445441704394,0.3565116719632974,0.3497324544556465,0.28429487603175563,0.2438308942836266,0.4104415431848486,0.36515847971474286,0.3727695902054971,0.39169632189196135,0.3070999613580152,0.4359128025049238,0.3978809391940795,0.35408250535836755,0.2520022253915409,0.29435835021362383,0.3517771355216575,0.4185744934666107,0.3755659915647696,0.3418839080460351,0.3509567140895309,0.2760427492758213,0.3619462570465202,0.2515398073429166,0.30087259838309777,0.4038115256053634,0.34842802513308285,0.3658574892387004,0.40951319716856716,0.32018556851185814,0.4225927533608841,0.26792174246566275,0.4387601206703966,0.3676363040756339,0.3639942539124195,0.3021828076068552,0.3925375791856894,0.2872255423186262,0.4043690930032262,0.3563885776955739,0.3184201882874465,0.3570053878083318,0.3686880812930541,0.40801532973529137,0.36152114646575934,0.28222780194169605
lo_A_model_1_relaxed_repeat032,0.35262181713947705,0.3355907395804175,0.3566009860238615,0.38659516629637214,0.32078114600730906,0.34996312906137994,0.3272518334828434,0.300540619227146,0.33737932193149117,0.3289308557560136,0.3297825181828148,0.3936742660549889,0.35655593055872054,0.309570425517026,0.34823688351268395,0.32737216159722743,0.3389148719293363,0.33378301570582747,0.3516582015267118,0.3428522123087126,0.3661547082672379,0.32907182947747277,0.3526385319157599,0.3576457754752705,0.34392200599681,0.3142769251692659,0.3390804277464075,0.3861827048756383,0.3384938870762408,0.32752118825408044,0.3498643513959123,0.0,0.30677117706636625,0.3460861073566711,0.34204304960420767,0.327965942612325,0.3188345192161238,0.3130761127274245,0.34679761200300546,0.40258140576653023,0.34915274520613254,0.3503980569056595,0.33508626352884485,0.3614341565199458,0.353919844145697,0.3304635838598721,0.36289915126852573,0.315952496384168,0.31766602341460093,0.3842542896109376,0.33125248939599583,0.3957267810809168,0.3360960759158991,0.3319671717916598,0.3219446899777415,0.3017588877287942,0.31526730942939485,0.3328418837818158,0.344198224486455,0.34190072934516025,0.4029439944470499,0.34675635738612887,0.32416363165203604,0.3221620452580721,0.33423621640210166,0.41157845428828604,0.3880848763410334,0.38744860751083965,0.3380693734835406,0.3029842038026639,0.3505985888866748,0.39192047600704766,0.37055037749322556,0.3750633327540002,0.34140147075638216,0.31479943429753593,0.3237232874072055,0.3287646709575316,0.33060217309123463,0.3416881007966728,0.34513475214583894,0.3413136282759951,0.360294467074214,0.33008001804391934,0.4041373298793404,0.33837455438580777,0.4060399143152892,0.32567688947425355,0.3654405302041357,0.3240245403023802,0.39262580335381353,0.337177801484647,0.35954692519379033,0.29678887068506776,0.3747381727822778,0.32924841798241017,0.3103573094251058,0.40510416541363686,0.34828958730307774,0.3637307482528891
lo_A_model_1_relaxed_repeat033,0.3485915252873281,0.3486214420703991,0.3612346892469044,0.37446885608471675,0.3594281740533015,0.37097686457330586,0.3293303128101364,0.33177154868225434,0.3648762504077074,0.3248294809625999,0.3481986343802388,0.3877193873396418,0.36021429006072,0.36348004020584135,0.3404638340816783,0.3517709132282247,0.36634356944359653,0.3349291984199352,0.3806430444980568,0.354131874921588,0.3743518576215711,0.3623755274433452,0.3642365563142323,0.35991685576187793,0.35679634774268343,0.33223959329580505,0.36509810154013633,0.3987704636624389,0.3514268076634054,0.33608266746520765,0.37301359443175963,0.30677117706636625,0.0,0.3471750289339767,0.35226611575485495,0.3281352350403172,0.3355085819821767,0.3153268395439354,0.3591422383309459,0.41618778775705517,0.3820837379850365,0.34330244176761276,0.34343422549145086,0.3578234553223515,0.353714117163809,0.34239892569991776,0.38537743236872735,0.33672256933288597,0.3332595340336424,0.3970534174503638,0.36279715263877693,0.39881616662812014,0.35170892829611905,0.3507897894677805,0.3489633534219224,0.3215962511970205,0.3415918303191289,0.35032921365469105,0.35167691473924617,0.35797662985876016,0.40095133650971543,0.3233458399126873,0.33064752009730086,0.3454339809473484,0.3517622506364466,0.43408150444769766,0.3927391428604538,0.40528733691660035,0.3582440484966384,0.31972207172379163,0.37516683937638745,0.40645619450853915,0.38823786641129393,0.36354186768033925,0.32118227591723714,0.3306337176117181,0.336896336624341,0.3562814225782646,0.3624320961510691,0.36944280048827316,0.36616178010977835,0.3586710488960127,0.3849216333300018,0.35774180473563316,0.40562990806595683,0.35303272228547294,0.40976775584946357,0.34453331417726285,0.37604332688001146,0.34683407699805946,0.39672356259945324,0.36765186929445653,0.39122433549907815,0.32467432785830663,0.38097559427537664,0.34813272591037087,0.3209015376289846,0.3991735740290774,0.3600544387387939,0.3720176976730734
lo_A_model_1_relaxed_repeat034,0.3480502405646081,0.3294281688850175,0.34515945600769904,0.38480889112591526,0.34838187161395434,0.3639583682900488,0.3183910732675787,0.3202297994620727,0.3489446176814737,0.3232211802009146,0.3175851749493976,0.37725080359435864,0.3391909502261338,0.3375575826467078,0.3418420185776407,0.3347374860235349,0.3111402721533343,0.2978420720061867,0.35025549636297637,0.35403535140282033,0.3643676396498931,0.3421018931448292,0.3409269951512931,0.3373280094803445,0.35868512857271834,0.3392432038509901,0.3626237246309679,0.40522538280896875,0.35581890878818684,0.33795801857271646,0.3595412750564833,0.3460861073566711,0.3471750289339767,0.0,0.30940369063219664,0.34264138503843733,0.3210273654765828,0.336680717563984,0.30693090562821596,0.3936664528617174,0.37328166155800885,0.3038785052002639,0.3201475428816558,0.34796296647372693,0.3434267273004832,0.36339123582141725,0.367186534828123,0.35848030056634145,0.3273881116954955,0.4055500512426883,0.3585059603481513,0.41943309379646454,0.3428116096544529,0.3567141412122212,0.34278686179319323,0.35820411217624426,0.31190984904967606,0.3115411871676999,0.3474576373145122,0.3591786051343622,0.3918978436857631,0.3077102663406681,0.3458932579897255,0.35590666825629863,0.3515978649753461,0.42873030095680453,0.4240670311686318,0.3986972347264786,0.35164620013805176,0.33605550839263154,0.33448343792063095,0.3813987883638058,0.38365850486440745,0.3906158521103381,0.3205557138240341,0.3558673138465764,0.31181218440029956,0.3322866542623377,0.36099128344586284,0.3928613350945895,0.3471653862877715,0.36818329856849596,0.39727865414780067,0.34530838780654677,0.41418043934694115,0.3514813531766675,0.4351026715201235,0.3352433403989275,0.35557497413591926,0.34260844069252366,0.3877365815245713,0.3551809468526614,0.3854758314020944,0.31933496703791214,0.37082570357520495,0.32140130410946033,0.3164693911525737,0.3964455810227254,0.3416817366438204,0.3348912662774269
lo_A_model_1_relaxed_repeat035,0.3707275065599688,0.34517586900540104,0.35755448177753113,0.3897105047844386,0.3510080720819205,0.3856409116425214,0.31254742701624955,0.32186856095202526,0.3601744927615662,0.3573775088531015,0.34895376019252694,0.3821132414973483,0.34561346838324597,0.33590277222602277,0.3390999616294731,0.3558790120878656,0.3610611843260025,0.32083969764974973,0.3715301076453716,0.3857293038533837,0.35446960115107234,0.35434842176270864,0.3693476056388212,0.30839308472584775,0.3582260777034261,0.33603707473090716,0.37256225296170664,0.41173244364540257,0.3625442600378734,0.3572111816925392,0.3713273565500671,0.34204304960420767,0.35226611575485495,0.30940369063219664,0.0,0.34683259207314615,0.3557714220128284,0.3607454133026283,0.32706690613277817,0.4097503339773669,0.3855477496224206,0.3207484987147312,0.3414455930159089,0.3597890814334713,0.37333197935581164,0.3883837976138127,0.3664938466441695,0.3734350847441663,0.35591277805018345,0.4091539125774019,0.348927479952632,0.4110534983925724,0.3413736871487598,0.35832235069838203,0.343861102477225,0.37461308604294763,0.3138761772570503,0.3117884173079269,0.3288176242887818,0.3644630361518573,0.40205971840932037,0.32094798779969824,0.34314813678180456,0.34771672979222074,0.3503822560031949,0.4293463108604746,0.4040735354257608,0.3906083439939692,0.359359388694945,0.35794689546270364,0.33834584569913045,0.3832378060981064,0.3932043992261728,0.3946078258151549,0.33763695361490265,0.3567229642839054,0.35879268225704064,0.35318254671183824,0.37691007112670555,0.37644858031271194,0.3318008693196251,0.35754139790522566,0.39463099150518605,0.3642374204091657,0.4019527798087659,0.3542534918397936,0.4102817343895249,0.3489000906384182,0.37372581811331085,0.3710513231431667,0.40686811071106427,0.3894944083481531,0.36357354477554893,0.32058449837891156,0.3989181363916701,0.3364815423261434,0.32553057823754145,0.41503730635358077,0.3496834047362351,0.34719147026434916
lo_A_model_1_relaxed_repeat036,0.37329089785394026,0.3418079926839935,0.37654080214439206,0.370200772964199,0.35123880500337695,0.34966843072390924,0.3359548559495033,0.3400161150771537,0.3385814470410341,0.32014557668632077,0.35015876227546167,0.3992447447838006,0.3630638183495619,0.35748993803181567,0.36582432833103856,0.3463750561778419,0.35950968039877473,0.3605437794238849,0.3726967416416852,0.3425991706096675,0.3821599257769109,0.34885879759307054,0.3713017737004172,0.34814045148876915,0.35747749211337504,0.33378528731169543,0.3447645212421025,0.4132926164817616,0.3528442778426408,0.3407840408790921,0.3651274886607136,0.327965942612325,0.3281352350403172,0.34264138503843733,0.34683259207314615,0.0,0.32513503302408187,0.3416588330865122,0.35078897381300905,0.41476342430378343,0.3560697075345616,0.36363311384943997,0.3467833797147031,0.34153507707088304,0.3587058681662993,0.37805223276817373,0.37686190136953707,0.3493297076333376,0.3596454302215671,0.4010848307875028,0.3435005773474833,0.39178141258916005,0.35384380217495004,0.3612657370428135,0.3429587244775659,0.3407061588748859,0.3454254493500084,0.3463400712036021,0.34611925802031324,0.3602534078710284,0.4046727426109934,0.32839432488705667,0.36222322569936277,0.3724871362432086,0.3538868582479851,0.4431374356092481,0.4148960605484887,0.39598742050221025,0.35424444572180613,0.3113570830899336,0.3701553631205743,0.4131377542729815,0.37771968472519196,0.3727041499700051,0.3193769865121638,0.34090970615976046,0.3315400833919861,0.3556958965400791,0.35429472144296226,0.3869743608264673,0.3559265648970694,0.3685558562419585,0.399039296955853,0.3543161621707277,0.40195352723214584,0.3483631046001256,0.45426401353333756,0.33405905262958646,0.35082579873586156,0.3462714127288701,0.4074885571122167,0.3653261227528976,0.4044825373645989,0.33384057257468824,0.39397933178907635,0.3436926464053792,0.333176844525821,0.4133923650678898,0.3549871947558524,0.36178293984804344
