epoch,repeat,chain,status,relax_success,relax_error,unrelaxed_path,relaxed_path,relaxed_exists,mean_plddt,min_plddt,max_plddt,num_residues,state,pdb_path
0,2,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_2/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_2/predictions/6xpf_A_model_1_relaxed.pdb,False,10.173125000000011,7.16,23.93,320,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_2/predictions/6xpf_A_model_1_unrelaxed.pdb
0,2,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_2/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_2/predictions/7dsq_A_model_1_relaxed.pdb,False,9.81418103448276,7.09,21.85,464,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_2/predictions/7dsq_A_model_1_unrelaxed.pdb
0,2,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_2/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_2/predictions/7evw_A_model_1_relaxed.pdb,False,9.316477462437392,6.95,17.68,599,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_2/predictions/7evw_A_model_1_unrelaxed.pdb
0,3,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,False,9.180668380462729,7.22,17.69,389,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb
0,3,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/4bp8_A_model_1_relaxed.pdb,False,9.455902097902104,7.07,17.52,715,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb
0,3,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/5i6x_A_model_1_relaxed.pdb,False,9.81708561020036,7.14,22.71,549,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb
0,3,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/6nbf_A_model_1_relaxed.pdb,False,9.781652719665267,7.2,19.79,478,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/6nbf_A_model_1_unrelaxed.pdb
0,3,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/6xpf_A_model_1_relaxed.pdb,False,10.225781249999995,7.05,24.26,320,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/6xpf_A_model_1_unrelaxed.pdb
0,3,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7dsq_A_model_1_relaxed.pdb,False,9.746681034482746,7.06,20.73,464,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7dsq_A_model_1_unrelaxed.pdb
0,3,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7evw_A_model_1_relaxed.pdb,False,9.281252086811351,6.96,17.9,599,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_3/predictions/7evw_A_model_1_unrelaxed.pdb
0,4,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/2olo_A_model_1_relaxed.pdb,False,9.208226221079688,7.1,17.27,389,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb
0,4,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/4bp8_A_model_1_relaxed.pdb,False,9.48605594405595,6.98,17.57,715,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb
0,4,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/5i6x_A_model_1_relaxed.pdb,False,9.8008378870674,7.21,22.07,549,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/5i6x_A_model_1_unrelaxed.pdb
0,4,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6nbf_A_model_1_relaxed.pdb,False,9.539267782426784,7.06,20.1,478,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6nbf_A_model_1_unrelaxed.pdb
0,4,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6xpf_A_model_1_relaxed.pdb,False,10.355968749999995,7.07,24.36,320,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/6xpf_A_model_1_unrelaxed.pdb
0,4,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7dsq_A_model_1_relaxed.pdb,False,9.887780172413798,7.1,22.18,464,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7dsq_A_model_1_unrelaxed.pdb
0,4,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7evw_A_model_1_relaxed.pdb,False,9.2827879799666,6.99,17.63,599,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_4/predictions/7evw_A_model_1_unrelaxed.pdb
0,5,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,False,9.209357326478136,7.21,18.02,389,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb
0,5,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/4bp8_A_model_1_relaxed.pdb,False,9.490503496503496,7.11,19.16,715,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb
0,5,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/5i6x_A_model_1_relaxed.pdb,False,9.72129326047359,7.19,21.47,549,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/5i6x_A_model_1_unrelaxed.pdb
0,5,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6nbf_A_model_1_relaxed.pdb,False,9.673430962343094,7.18,19.46,478,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6nbf_A_model_1_unrelaxed.pdb
0,5,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6xpf_A_model_1_relaxed.pdb,False,10.296624999999995,7.2,24.32,320,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/6xpf_A_model_1_unrelaxed.pdb
0,5,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7dsq_A_model_1_relaxed.pdb,False,9.81019396551724,7.07,21.81,464,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7dsq_A_model_1_unrelaxed.pdb
0,5,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7evw_A_model_1_relaxed.pdb,False,9.311268781302164,7.03,16.99,599,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_0/your_model_epoch_0/repeat_5/predictions/7evw_A_model_1_unrelaxed.pdb
1,1,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/2olo_A_model_1_relaxed.pdb,False,14.855244215938306,7.55,34.13,389,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb
1,1,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,False,17.5038881118881,8.42,35.66,715,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
1,1,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/5i6x_A_model_1_relaxed.pdb,False,17.079034608378866,9.0,32.46,549,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/5i6x_A_model_1_unrelaxed.pdb
1,1,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6nbf_A_model_1_relaxed.pdb,False,16.262447698744765,8.7,30.46,478,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6nbf_A_model_1_unrelaxed.pdb
1,1,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6xpf_A_model_1_relaxed.pdb,False,19.44896875,9.55,34.94,320,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/6xpf_A_model_1_unrelaxed.pdb
1,1,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7dsq_A_model_1_relaxed.pdb,False,17.316896551724135,9.33,30.62,464,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7dsq_A_model_1_unrelaxed.pdb
1,1,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7evw_A_model_1_relaxed.pdb,False,15.318848080133552,8.19,32.02,599,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_1/predictions/7evw_A_model_1_unrelaxed.pdb
1,2,2olo_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/2olo_A_model_1_relaxed.pdb,False,14.194498714652951,7.76,33.82,389,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb
1,2,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/4bp8_A_model_1_relaxed.pdb,False,17.68548251748251,8.71,35.68,715,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/4bp8_A_model_1_unrelaxed.pdb
1,2,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/5i6x_A_model_1_relaxed.pdb,False,17.265719489981777,9.16,31.81,549,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/5i6x_A_model_1_unrelaxed.pdb
1,2,6nbf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6nbf_A_model_1_relaxed.pdb,False,16.64778242677824,8.96,29.77,478,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6nbf_A_model_1_unrelaxed.pdb
1,2,6xpf_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6xpf_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6xpf_A_model_1_relaxed.pdb,False,18.497750000000003,9.59,33.5,320,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/6xpf_A_model_1_unrelaxed.pdb
1,2,7dsq_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7dsq_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7dsq_A_model_1_relaxed.pdb,False,17.60394396551725,9.08,31.29,464,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7dsq_A_model_1_unrelaxed.pdb
1,2,7evw_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7evw_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7evw_A_model_1_relaxed.pdb,False,16.5361101836394,8.37,33.9,599,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_2/predictions/7evw_A_model_1_unrelaxed.pdb
1,3,2olo_A,success,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,True,13.94241645244216,7.52,33.38,389,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb
1,3,4bp8_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/4bp8_A_model_1_relaxed.pdb,False,17.504153846153862,8.55,34.28,715,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb
1,3,5i6x_A,error,0,1,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/5i6x_A_model_1_relaxed.pdb,False,18.54123861566485,9.35,32.46,549,unrelaxed,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_1/your_model_epoch_1/repeat_3/predictions/5i6x_A_model_1_unrelaxed.pdb
