epoch,repeat,chain,relax_success,relax_error,unrelaxed_path,relaxed_path,relaxed_exists,mean_plddt,min_plddt,max_plddt,num_residues,pdb_path
10,1,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_1/predictions/2olo_A_model_1_relaxed.pdb,True,53.930000000000064,28.17,73.37,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb
11,2,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_2/predictions/2olo_A_model_1_relaxed.pdb,True,59.8769922879178,26.2,79.8,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb
12,3,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,True,59.50244215938305,24.82,78.69,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb
13,1,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_1/predictions/2olo_A_model_1_relaxed.pdb,True,57.64460154241649,26.93,76.58,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb
14,5,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,True,62.99064267352184,29.84,80.08,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb
15,3,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_15/your_model_epoch_15/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_15/your_model_epoch_15/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,True,65.79652956298199,28.93,81.0,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_15/your_model_epoch_15/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb
16,3,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_16/your_model_epoch_16/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_16/your_model_epoch_16/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,True,61.28442159383037,22.64,80.45,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_16/your_model_epoch_16/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb
17,3,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_17/your_model_epoch_17/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_17/your_model_epoch_17/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,True,66.46305912596395,28.51,81.38,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_17/your_model_epoch_17/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb
18,2,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_18/your_model_epoch_18/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_18/your_model_epoch_18/repeat_2/predictions/2olo_A_model_1_relaxed.pdb,True,68.1905141388175,30.88,81.49,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_18/your_model_epoch_18/repeat_2/predictions/2olo_A_model_1_unrelaxed.pdb
19,3,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_19/your_model_epoch_19/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_19/your_model_epoch_19/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,True,68.98974293059126,32.27,82.22,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_19/your_model_epoch_19/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb
20,5,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_20/your_model_epoch_20/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_20/your_model_epoch_20/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,True,69.95578406169659,31.25,83.29,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_20/your_model_epoch_20/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb
21,5,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_21/your_model_epoch_21/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_21/your_model_epoch_21/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,True,58.3231362467866,27.62,81.06,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_21/your_model_epoch_21/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb
22,1,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_22/your_model_epoch_22/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_22/your_model_epoch_22/repeat_1/predictions/2olo_A_model_1_relaxed.pdb,True,69.3424678663239,35.7,81.96,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_22/your_model_epoch_22/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb
23,5,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_23/your_model_epoch_23/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_23/your_model_epoch_23/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,True,60.59737789203086,29.17,81.33,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_23/your_model_epoch_23/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb
24,3,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_24/your_model_epoch_24/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_24/your_model_epoch_24/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,True,61.47526992287918,31.28,81.41,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_24/your_model_epoch_24/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb
25,1,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_25/your_model_epoch_25/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_25/your_model_epoch_25/repeat_1/predictions/2olo_A_model_1_relaxed.pdb,True,64.09133676092544,27.57,82.7,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_25/your_model_epoch_25/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb
26,1,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_26/your_model_epoch_26/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_26/your_model_epoch_26/repeat_1/predictions/2olo_A_model_1_relaxed.pdb,True,52.70329048843187,24.8,78.46,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_26/your_model_epoch_26/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb
27,5,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_27/your_model_epoch_27/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_27/your_model_epoch_27/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,True,69.2855526992288,32.43,83.02,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_27/your_model_epoch_27/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb
28,5,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_28/your_model_epoch_28/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_28/your_model_epoch_28/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,True,70.30154241645243,31.92,84.16,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_28/your_model_epoch_28/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb
29,5,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_29/your_model_epoch_29/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_29/your_model_epoch_29/repeat_5/predictions/2olo_A_model_1_relaxed.pdb,True,66.035706940874,34.84,83.65,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_29/your_model_epoch_29/repeat_5/predictions/2olo_A_model_1_unrelaxed.pdb
30,3,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_30/your_model_epoch_30/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_30/your_model_epoch_30/repeat_3/predictions/2olo_A_model_1_relaxed.pdb,True,70.84850899742925,29.14,85.12,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_30/your_model_epoch_30/repeat_3/predictions/2olo_A_model_1_unrelaxed.pdb
31,1,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_31/your_model_epoch_31/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_31/your_model_epoch_31/repeat_1/predictions/2olo_A_model_1_relaxed.pdb,True,68.65799485861186,37.67,84.42,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_31/your_model_epoch_31/repeat_1/predictions/2olo_A_model_1_unrelaxed.pdb
32,4,2olo_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_32/your_model_epoch_32/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_32/your_model_epoch_32/repeat_4/predictions/2olo_A_model_1_relaxed.pdb,True,72.42876606683807,31.92,85.9,389,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_32/your_model_epoch_32/repeat_4/predictions/2olo_A_model_1_unrelaxed.pdb
2,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,29.10844755244752,22.89,43.33,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_2/your_model_epoch_2/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
3,3,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_3/predictions/4bp8_A_model_1_relaxed.pdb,True,31.84977622377624,23.57,49.16,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_3/your_model_epoch_3/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb
4,3,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_4/your_model_epoch_4/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_4/your_model_epoch_4/repeat_3/predictions/4bp8_A_model_1_relaxed.pdb,True,34.18655944055947,25.04,55.49,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_4/your_model_epoch_4/repeat_3/predictions/4bp8_A_model_1_unrelaxed.pdb
5,4,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_5/your_model_epoch_5/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_5/your_model_epoch_5/repeat_4/predictions/4bp8_A_model_1_relaxed.pdb,True,39.16118881118883,25.88,61.53,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_5/your_model_epoch_5/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb
6,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_6/your_model_epoch_6/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_6/your_model_epoch_6/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,46.57647552447556,24.93,69.83,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_6/your_model_epoch_6/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
7,2,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_7/your_model_epoch_7/repeat_2/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_7/your_model_epoch_7/repeat_2/predictions/4bp8_A_model_1_relaxed.pdb,True,41.23352447552449,23.76,68.29,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_7/your_model_epoch_7/repeat_2/predictions/4bp8_A_model_1_unrelaxed.pdb
8,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_8/your_model_epoch_8/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_8/your_model_epoch_8/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,53.7259160839161,26.72,74.74,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_8/your_model_epoch_8/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
9,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_9/your_model_epoch_9/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_9/your_model_epoch_9/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,52.77218181818181,28.8,72.43,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_9/your_model_epoch_9/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
10,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,56.5106993006992,27.21,73.64,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_10/your_model_epoch_10/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
11,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,64.49,27.02,78.7,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_11/your_model_epoch_11/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
12,4,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_4/predictions/4bp8_A_model_1_relaxed.pdb,True,67.16518881118874,28.36,78.76,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_12/your_model_epoch_12/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb
13,5,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_5/predictions/4bp8_A_model_1_relaxed.pdb,True,64.35032167832165,26.49,77.02,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_13/your_model_epoch_13/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb
14,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,68.0774545454545,32.64,79.58,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_14/your_model_epoch_14/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
15,5,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_15/your_model_epoch_15/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_15/your_model_epoch_15/repeat_5/predictions/4bp8_A_model_1_relaxed.pdb,True,68.75075524475517,26.7,80.65,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_15/your_model_epoch_15/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb
16,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_16/your_model_epoch_16/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_16/your_model_epoch_16/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,65.62795804195795,27.88,78.2,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_16/your_model_epoch_16/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
17,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_17/your_model_epoch_17/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_17/your_model_epoch_17/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,67.41703496503497,26.98,80.91,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_17/your_model_epoch_17/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
18,4,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_18/your_model_epoch_18/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_18/your_model_epoch_18/repeat_4/predictions/4bp8_A_model_1_relaxed.pdb,True,69.29415384615388,30.84,79.87,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_18/your_model_epoch_18/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb
19,4,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_19/your_model_epoch_19/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_19/your_model_epoch_19/repeat_4/predictions/4bp8_A_model_1_relaxed.pdb,True,71.05048951048954,26.17,81.63,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_19/your_model_epoch_19/repeat_4/predictions/4bp8_A_model_1_unrelaxed.pdb
20,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_20/your_model_epoch_20/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_20/your_model_epoch_20/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,70.43236363636355,34.24,82.08,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_20/your_model_epoch_20/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
21,5,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_21/your_model_epoch_21/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_21/your_model_epoch_21/repeat_5/predictions/4bp8_A_model_1_relaxed.pdb,True,67.02924475524473,29.59,79.04,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_21/your_model_epoch_21/repeat_5/predictions/4bp8_A_model_1_unrelaxed.pdb
22,1,4bp8_A,1,0,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_22/your_model_epoch_22/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_22/your_model_epoch_22/repeat_1/predictions/4bp8_A_model_1_relaxed.pdb,True,71.96583216783216,35.32,82.31,715,/users/sgmwu14/scratch/openfold_inference_runs5times/epoch_22/your_model_epoch_22/repeat_1/predictions/4bp8_A_model_1_unrelaxed.pdb
